gene,pearson_r,spearman_rho,mean_ref,mean_spatial,var_ref,var_spatial
RASGRF2,0.8457658196917845,0.82,0.8645131092835303,2.5184807651208954,0.38232072944173573,1.3796923900217137
RCAN2,0.8624864437672747,0.8278260869565216,0.9185092245402781,2.9091094391036827,0.19104805263915492,1.036053689053151
RELN,0.9723590819151531,0.786086956521739,0.34979526986553916,0.7725108667727714,0.5490302653204419,1.624007674640179
RERGL,0.8831293400119599,0.2982608695652174,0.042818142262185055,0.18407992220402888,0.018956315721635173,0.14101935555225875
RGS10,0.8203580253917084,0.6191304347826087,0.05830383595291613,0.2869145849558799,0.0481112821395839,0.11507577323132843
RIPOR2,0.9156584905070153,0.9165217391304347,0.47277043246602685,1.2828492679409937,0.12440726473194208,0.6665196531280043
RNASE1,0.9703307762362061,0.5208695652173913,0.10560745945183665,0.9279538325489675,0.07919299501380817,0.6860889852727854
RORB,0.9339000989948487,0.5939130434782608,0.3110599030681847,0.8363468228341313,0.37673704800241015,0.6629713887708639
RPL36AL,0.5797918919696933,0.6182608695652172,0.20707656459143778,1.9935365850031694,0.004705693009692934,0.09146419291865993
RPS26,-0.1983475971418881,-0.2826086956521739,0.2953713808236349,1.6872481375419977,0.004495412770641354,0.20140925398535917
RTF2,-0.03262091401821984,0.19130434782608693,0.1767986077841237,2.4712277542716863,0.0011260505957231721,0.19321794997721922
S100A6,0.8394994688844045,0.8704347826086956,0.14080783361728133,1.034896094986608,0.009511240181499745,0.11963267202509521
S100B,0.9271971135941159,0.5095652173913043,0.10522971302835453,2.179757963015771,0.060959000036097145,0.4635448120855261
SAMSN1,0.9985210406281396,0.2295652173913043,0.07372284201436201,0.08378527498070253,0.09328957403067584,0.02247167648557376
SCG3,0.8496565474996546,0.677391304347826,0.47625957038434913,2.856435578090686,0.053706438869271185,0.8877170520462242
SCN1B,0.710909218103277,0.8313043478260868,0.23577631261669427,1.9835831562050654,0.0301925743925489,0.5808260700446088
SELPLG,0.9986695743076732,0.39773731338538176,0.02214598144413464,0.10845658179532632,0.009134309777842513,0.042119685098227895
SERPINA3,0.5605733782587645,0.2571628338468219,0.00019976525708497304,0.2691886537695792,8.287397050210734e-07,0.03175941056568674
SERPING1,0.8808073254369406,0.7947826086956521,0.0705369055933102,0.8214781822175699,0.004744124632303352,0.17390148413698603
SESN1,0.6767791259598159,0.6278260869565216,0.6254524149058439,1.350141378301301,0.017730559135379298,0.2698486275286245
SLC14A1,0.9776880772838423,0.3026086956521739,0.06717848395796817,0.24563662264273675,0.05883844855620782,0.201995674531066
SLC2A1,0.9740179290214194,0.6686956521739129,0.10869530573374368,0.799880609680157,0.12480793155311193,0.5589371954134087
SLC32A1,0.9419099942871485,0.728695652173913,0.11460057219719498,1.0811759347744105,0.021436804820205223,1.476460519742454
SLC39A8,0.9868931331397623,0.7956521739130433,0.08798601495384452,0.29597009332957475,0.04981058607901376,0.17235248890743973
SLC44A1,0.9263117521496517,0.8478260869565216,0.8550079398367858,1.2407268938651619,0.3180599243590631,0.31329838044359365
SLN,0.884759335672516,0.6249974101343296,0.0018431230134087406,0.05067017038464346,2.955404008428911e-05,0.00408184176385679
SMAD1,0.804808802425881,0.7730434782608695,0.2795072628523421,0.6155485372087683,0.014602708768072637,0.045218224178460796
SMIM32,0.9947196018675127,0.28875843257090916,0.012948360901649913,0.2245573811597922,0.00213061296568245,0.43119907617766895
SMPX,0.9151098747838176,0.2541508948352096,0.004157233371788749,0.1479433897756396,8.529403905264824e-05,0.022204563534409624
SMYD2,0.7767187774299933,0.7504347826086956,0.24282158982849977,0.6297705923287544,0.02642213952231755,0.17703636020750876
SNPH,0.9498245622088323,0.8947826086956522,0.15058626896728824,2.2543039323058984,0.0058882335711155495,0.6089547357052476
SOD2,0.6317868152971924,0.686086956521739,0.28267341830782017,3.218700400900929,0.0012552195697043288,0.615855645441491
SOX2-OT,0.8231325481838309,0.9069565217391303,1.1418148191472997,1.2933882604362361,0.9058074913523236,0.5219955457547841
SPRY2,0.6608399093967277,0.7608695652173912,0.17146610509112337,2.0623099440708548,0.007338330676392083,0.28979135181398924
SSBP1,0.2190740985517115,0.4991304347826086,0.33337137119801225,1.8481665796473272,0.00346719607254861,0.20288359337120143
SST,0.9563471379934811,0.38608695652173913,0.2266349671536648,0.9061179550034938,0.3255141884664063,1.7684009265378593
SV2A,0.874402081855713,0.6913043478260869,0.44513364997650423,3.3318547620753587,0.05572169010055167,1.7877703638601918
SVBP,0.6541547075049495,0.5243478260869565,0.08877861252836435,0.5436233386052692,0.0007003850289060242,0.02538355574443667
SYK,0.9963158538216915,0.3052173913043478,0.07872772781317561,0.15042885628304062,0.12869052296840597,0.06049087957277096
SYT2,0.4214623871519862,0.6397042986623604,0.08263827063348093,2.2273364182779645,0.013820670559884465,1.171830340419722
SYTL4,0.9322544193225386,0.6443478260869565,0.03306716180320069,0.16511695147927966,0.004782219287339772,0.03359029327970411
TAGLN,0.9630838500730898,0.7626086956521738,0.048859913300426196,0.6223482151071678,0.0013347827874264275,0.2758193167025621
TEF,0.21095372334412138,0.23826086956521736,0.17980623585652414,2.3749541656075004,0.0029878352071868023,0.4715169818224241
TF,0.9528130267718835,0.7843478260869564,0.17998543081365592,1.0737510899905354,0.24949482409037438,0.7368084655473716
THEMIS,0.9892182325513552,0.3521739130434782,0.09975139348473683,0.10131330278046564,0.060963095836020255,0.010989887694524436
TIMP1,0.9503623993795949,0.6139130434782608,0.025854282671553746,0.1848414358516466,0.003212470694907453,0.0329917501775261
TMEM119,0.9877052463436589,0.6260863099995596,0.011352658132678347,0.13541653319384614,0.0027490379725758347,0.05379941575580636
TMEM144,0.9395105030099821,0.7939130434782607,0.21541074973036356,0.937703888070382,0.2485256609924451,0.5637226584761109
TMSB10,0.7269872960487654,0.7999999999999999,0.5629215140252034,3.039389556080749,0.1466245087067318,0.7101428764130452
TNFSF10,0.9958886045169671,0.5241842505609726,0.05543808121044449,0.1715792699212768,0.0429359805882177,0.19122426372459891
TNK2,0.7398684878969279,0.6295652173913043,0.41192389099393606,2.7264140939161603,0.04785624003284863,0.5328725870934201
TRABD2A,0.9441295991487163,0.348695652173913,0.046828797970543436,0.09253977765224582,0.00742805004231845,0.030926342059105275
TREM2,0.9977931863907492,0.14838705343373523,0.014658264865433007,0.10647864871585211,0.004860548314419433,0.0413687989433232
TSC22D3,0.16902856600367874,0.3660869565217391,0.14135078669951562,1.923723993619593,0.008907630420649055,0.14087758507987344
TTC9B,0.878072675704944,0.8886956521739129,0.3385148327203371,2.0941519547086482,0.044109574791531624,0.8432217166305476
TXNIP,0.82400633234303,0.7156521739130434,0.08793091967475312,0.8483733670845091,0.04956326676225133,0.6219931795474364
TYROBP,0.995547496940973,0.07658836669127701,0.02436954703929431,0.1177854943163587,0.012965428878190209,0.0386866040020783
UGT8,0.8934319206680656,0.1417391304347826,0.10849728191360615,0.10544171908050252,0.13895575582988276,0.026247435777777366
UQCRFS1,0.798835552400309,0.706086956521739,0.2053459630628943,2.823033728868447,0.002110472233336814,0.5209073904207195
USP22,0.7416861718953247,0.5617391304347825,0.5026729614420608,2.62739462631118,0.012921880385592723,0.4583150492797481
VAMP1,0.7409514809785196,0.7234782608695651,0.08089985750248464,2.305793724257624,0.0012550125622213786,0.745154863431631
VGF,0.6661638296466913,0.7443478260869565,0.20678793552803257,1.830098068543115,0.04081828224349837,1.0242000673412537
VIM,0.914728000473598,0.8043478260869565,0.11630995813711918,1.9346575239857735,0.10867087871460128,1.1799294721095455
VIP,0.9949459290860172,0.40347826086956523,0.08889131037309876,0.310236079411138,0.10266127425555406,0.7174211943840344
XRRA1,0.028103061670128736,-0.041739130434782605,0.42678679795334085,0.871680395694873,0.00306057461995814,0.049032976344266344
YWHAH,0.8068963437582451,0.8078260869565217,0.5613899814648589,3.8906061073279985,0.04996236466231949,1.0888584641472072
ZBTB16,0.680786778907033,0.6565217391304347,0.9966038878243486,2.0250463596403883,0.18898331321630427,0.5882740586379368
ZNF483,0.9329508303738139,0.7582608695652173,0.7556949761937721,2.868259128256407,0.09295760891359368,0.9618366728611676
ZNF804A,0.9296848197595857,0.9678260869565216,0.6981419530207634,0.43392006498874197,0.5481742783873543,0.300758198187417
ZP3,0.34752469881841275,0.08782608695652173,0.037403421719919706,0.2748027547728981,0.00036937353100370334,0.004875670246090163
