celltype,beta_snrnaseq,se_snrnaseq,pval_snrnaseq,padj_snrnaseq,region,n_samples,n_ctrl,n_scz,ctrl_mean_density,scz_mean_density,logFC_density,coef,se_density,tstat,pval_density,class,fdr_density
Vip_16,0.0457961592876426,0.0638434279283233,0.473176750853715,0.725161804665052,cortical,24,12,12,0.5462002692029323,0.6736622537161697,0.209743176165462,0.0732404030293566,0.0627211140744565,1.1677152759501783,0.2573669491293393,GABA,0.5418934169562568
L5 IT_3,-0.0098864849340251,0.0584138289044581,0.865600751478323,0.961919380354394,cortical,24,12,12,0.3674999380524663,0.4402973801920852,0.1807272126038033,0.0432926737145018,0.0607270147613384,0.7129063380547385,0.4845681097259643,Glut,0.7457274339041012
Sst_11,-0.131932494421812,0.0767263892528842,0.085519886608411,0.405289897405078,cortical,24,12,12,2.014700592269044,2.94809342190825,0.3806880688396487,0.2812988951918201,0.1049571805392838,2.680130065865616,0.0148100622516007,GABA,0.151518329189454
Chandelier_1,-0.0241245868862856,0.0473058102000872,0.610071844737743,0.81582568961815,cortical,24,12,12,3.450788328282236,3.100326723489425,-0.1070952052807947,-0.0702793607183604,0.1222401907002139,-0.5749284283326747,0.5720855488420432,GABA,0.7906414126347162
L6 IT_2,0.116559398604049,0.0776485279248144,0.13332572447658,0.499604933085498,cortical,24,12,12,11.640942020260878,13.455540888082012,0.1448626145496623,0.0264855476527954,0.2947941196208191,0.0898442197112433,0.9293513549603208,Glut,0.9795026623184248
Sst_7,0.0150039041691,0.0660530061246496,0.820307531462136,0.961919380354394,cortical,24,12,12,0.2875891108758654,0.3971706546330083,0.3228332857750308,0.0695866415532063,0.0541235890318264,1.2856989493488165,0.2139979484245407,GABA,0.5082451275082844
Lamp5_2,0.0488169317946478,0.0405286456094816,0.228394684050607,0.552868160375212,cortical,24,12,12,3.3789182401187507,2.798155338874705,-0.1885952184393557,-0.1539290721543556,0.1336057255723546,-1.152114338625367,0.2635649856345534,GABA,0.5418934169562568
Vip_11,-0.024353106073928,0.0544894798102726,0.654923974353508,0.839843684759205,cortical,24,12,12,0.82519277939876,0.6857542486207868,-0.1850977056549812,-0.0835981305702001,0.0708667668205935,-1.1796521038110477,0.2526988687433323,GABA,0.5418934169562568
Vip_23,-0.0011319693886932,0.0420144085596279,0.978505668113588,0.995669874819086,cortical,24,12,12,2.01551126411297,1.650416863972198,-0.1998449914683944,-0.124088216095747,0.0733596231096521,-1.6915056380574605,0.1070774546233245,GABA,0.3524166361969111
Vip_13,-0.0514919712288365,0.0629936005588751,0.41369078744768,0.704567122371831,cortical,24,12,12,1.5858107935071557,1.0473417043274784,-0.414840574373702,-0.198188609270335,0.1194962147234448,-1.658534621611332,0.1136272968934911,GABA,0.3598197734960553
Sncg_1,0.0135991464519112,0.0672549473249945,0.839758093724818,0.961919380354394,cortical,24,12,12,0.3313635369059992,0.4194209709503962,0.2356590479859949,0.0625693187535264,0.072258029932804,0.8659150936126054,0.3973395285484373,GABA,0.7116309078501246
L5/6 NP_6,0.123664118433929,0.0753219707519375,0.100630064064175,0.457028207624796,cortical,24,12,12,0.7065781092177583,0.883291978952911,0.2232220589361011,0.0834347541357469,0.0823821435808337,1.012777168803339,0.3238910752096273,Glut,0.6258033844889201
