pool,subclass,depth_bin,n_ctrl,n_scz,ctrl_mean,scz_mean,log2fc,coef,se,tstat,pval,fdr
Neuronal,Lamp5,0.20833333333333331,12,12,0.034907135330526244,0.03322792691612373,-0.07112567996736245,-0.07666198919977119,0.09888325618674912,-0.7752777584001557,0.44771795586347,0.7505057136003238
Neuronal,Lamp5,0.29166666666666663,12,12,0.04023010675919778,0.041108382911325576,0.03115705496622786,0.0005507492884946341,0.05547144671950726,0.009928518563424377,0.9921818278056993,0.9937254822445069
Neuronal,Lamp5,0.375,12,12,0.04167683825135843,0.04449682705942045,0.09445663137064535,0.03075602975272984,0.12407752044607022,0.24787753367539145,0.8068882973572796,0.9370315711245827
Neuronal,Lamp5,0.4583333333333333,12,12,0.041235427832615947,0.03682097847724847,-0.1633564108966431,-0.13306129061622418,0.0862822038867756,-1.5421637907028285,0.13952505090974074,0.5456228974679684
Neuronal,Lamp5,0.5416666666666666,12,12,0.02669944184674213,0.023408588971349873,-0.1897716086648272,-0.17920547877330628,0.11877096820840051,-1.5088323474711838,0.14779147600262732,0.5490760401205885
Neuronal,Lamp5,0.625,12,12,0.020224406145684354,0.017360302215285995,-0.2203052780304188,-0.22808417494596356,0.11307492756442142,-2.017106531560842,0.05803780887218684,0.4142905371945691
Neuronal,Lamp5,0.7083333333333333,12,12,0.02062603009175654,0.02485977426988517,0.2693470252902108,0.17024376093652382,0.1779259606935582,0.9568236151313217,0.35067361617673176,0.7213857247064196
Neuronal,Lamp5,0.7916666666666666,12,12,0.02012188584948955,0.021341054384564642,0.0848659335361579,0.11454131229400966,0.12923622677056676,0.8862941541720728,0.38653970038644614,0.7499364413233748
Neuronal,Lamp5,0.875,12,12,0.025008968328631115,0.030481616598053086,0.28549387384349273,0.27401057073307966,0.11088344782278065,2.471158465157187,0.023100618159519245,0.3326489014970771
Neuronal,Lamp5,0.9583333333333333,11,12,0.05319155342293975,0.051181317412971016,-0.055579887504148814,-0.021245234786001876,0.16316639889176557,-0.1302059427081837,0.8978475741806832,0.9600746337773641
Neuronal,Lamp5 Lhx6,0.041666666666666664,12,11,0.0,0.0,,1.1102230246251565e-15,3.379029047939581e-15,0.32856273470100333,0.7462778052916658,0.9161259185409056
Neuronal,Lamp5 Lhx6,0.125,12,12,0.00022660502543891332,5.83975706610605e-05,-1.956199596931248,-0.793144593212673,0.9364827909087388,-0.8469398486682558,0.40757048711590116,0.7499364413233748
Neuronal,Lamp5 Lhx6,0.20833333333333331,12,12,2.16169476869866e-05,1.8866500641461022e-05,-0.19633597223775656,-0.12472061766116793,0.6231960580454068,-0.20013062671214882,0.8435049300227876,0.9401303223657606
Neuronal,Lamp5 Lhx6,0.29166666666666663,12,12,0.0001773094464583149,7.005592893372156e-05,-1.3396903419978305,-0.5419782520863576,1.1570428612308457,-0.46841674603982164,0.6448157457496566,0.8875338580173058
Neuronal,Lamp5 Lhx6,0.375,12,12,0.00031199863764799665,0.0011901324853458538,1.9315105483994774,-0.7680964942803015,1.6036734012656892,-0.4789606747072603,0.6374325980842372,0.8875338580173058
Neuronal,Lamp5 Lhx6,0.4583333333333333,12,12,9.157509157509158e-05,6.485084306095979e-05,-0.49782990899518176,-0.24412159565311287,0.7944376604291664,-0.3072885486335516,0.7619664559517593,0.9161259185409056
Neuronal,Lamp5 Lhx6,0.5416666666666666,12,12,0.0,0.000351056615154516,,2.1536784313146997,1.012524768729676,2.1270377751022593,0.04673687570672526,0.40380660610610625
Neuronal,Lamp5 Lhx6,0.625,12,12,2.8755463538072233e-05,0.000293237070165576,3.350159496981559,0.7866045667836783,1.025344448980575,0.7671612866932099,0.45241394794101,0.7505057136003238
