supertype,rank,gene,score,logfoldchange,pval_adj
VLMC_1,6,FBLN1,13.112506,9.021893,1.2238967766630952e-37
VLMC_1,7,CLDN11,10.809217,4.916242,1.1009291361713127e-25
VLMC_1,8,PDGFRA,10.720682,5.4659896,2.3787221321117544e-25
VLMC_1,9,MCTP2,8.476264,4.0293245,4.3684409203225663e-16
VLMC_1,10,DDR2,7.547589,3.780133,5.830577077229232e-13
VLMC_2,1,DCN,10.403141,6.1902227,6.309198803111338e-23
VLMC_2,2,LAMA2,10.070038,7.3279853,9.855791699767738e-22
VLMC_2,3,PLCE1,9.951681,4.420967,2.1737605269438343e-21
VLMC_2,4,NR2F2,9.21231,4.5555983,2.09860878610959e-18
VLMC_2,5,SEMA5A,7.6556416,4.073979,8.431309203854813e-13
VLMC_2,6,ANO3,7.2190046,3.6610577,1.9675970493898616e-11
VLMC_2,7,CDH6,7.1114225,4.0849643,3.775793926929076e-11
VLMC_2,8,IFITM3,6.5998325,7.84024,9.841525017418266e-10
VLMC_2,9,ABCC9,6.482969,5.223884,1.971079825040029e-09
VLMC_2,10,PHLDB2,5.516172,3.53979,5.359990454722706e-07
Vip_1,1,VIP,34.49494,4.9855022,2.512287452161529e-258
Vip_1,2,SYNPR,32.811687,3.0703692,5.274808450252283e-234
Vip_1,3,PROX1,31.815922,3.6341536,3.4181675369384545e-220
Vip_1,4,SLC24A3,28.343325,2.5995922,6.651066171144036e-175
Vip_1,5,VWC2L,25.547577,2.3224149,3.0728646531019075e-142
Vip_1,6,PLCE1,25.308199,2.7827556,1.1374231722121286e-139
Vip_1,7,PLD5,24.705399,2.4522262,3.5157243775562402e-133
Vip_1,8,RELN,24.444529,2.5664198,1.8915854936822446e-130
Vip_1,9,EGFR,24.074543,2.429722,1.350087035470579e-126
Vip_1,10,CCK,23.447538,2.887917,3.683575951735509e-120
Vip_2,1,HTR2C,33.708775,5.300034,1.1307464567495014e-246
Vip_2,2,SLC24A3,32.072117,3.0265846,1.419577748439109e-223
Vip_2,3,PLD5,31.291357,3.1689005,5.362834404515464e-213
Vip_2,4,SDK1,30.399626,2.9540792,3.652923547091089e-201
Vip_2,5,TSHZ2,29.339212,3.4708424,1.7255506411398078e-187
Vip_2,6,PROX1,27.117561,2.9554079,2.67940848256914e-160
Vip_2,7,PTPRZ1,26.51043,2.3009179,2.7610385493308183e-153
Vip_2,8,ADRA1B,26.25623,2.559854,1.9948341289559882e-150
Vip_2,9,SYNPR,26.203394,2.5181437,7.103820622182474e-150
Vip_2,10,EGFR,26.180183,2.720693,1.1752554694710733e-149
Vip_4,1,ADRA1B,33.527668,3.5029173,5.010851815053928e-244
Vip_4,2,VIP,32.158974,4.544062,8.700308747181129e-225
Vip_4,3,VWC2L,30.496536,2.9552476,2.5392766892442066e-202
Vip_4,4,CCK,30.35947,3.5834846,1.2388694341709778e-200
Vip_4,5,SYNPR,28.929892,2.7268825,2.643312646634863e-182
Vip_4,6,PLCE1,27.701788,3.0688672,2.9123660264744154e-167
Vip_4,7,PLD5,27.215519,2.7199078,1.5988274054228928e-161
Vip_4,8,ANGPT1,26.855793,3.8934076,2.3729381807305625e-157
Vip_4,9,PROX1,25.271847,2.686118,1.9042783001714063e-139
Vip_4,10,BTBD11,24.992508,2.3033614,1.939552290488264e-136
Vip_5,1,CCK,23.838594,4.8979983,3.4971791818740985e-123
Vip_5,2,ADRA1B,23.166636,3.5042026,1.299571930728912e-116
Vip_5,3,ADRA1A,20.221172,2.7777178,5.588715701292081e-89
Vip_5,4,KIT,19.805311,3.299794,1.7614465444497414e-85
Vip_5,5,VWC2L,18.793684,2.6695068,4.47437580353462e-77
Vip_5,6,CXCL14,17.902842,2.8387876,4.9117826811050904e-70
Vip_5,7,NR2F2,17.577393,2.9796755,1.3791562486140569e-67
Vip_5,8,ANGPT1,17.169765,3.395329,1.4702385636968847e-64
Vip_5,9,PLD5,16.64412,2.4306924,9.755489817925637e-61
Vip_5,10,EGFR,16.47498,2.359922,1.4598530250350333e-59
Vip_6,1,ADRA1B,25.136375,3.3217561,5.237981909226573e-137
Vip_6,2,NR2F2,21.932468,3.1931226,1.674371499561385e-104
Vip_6,3,PLD5,20.903858,2.8335493,4.329710417627797e-95
Vip_6,4,SYNPR,20.860685,2.6872442,8.015706444992501e-95
Vip_6,5,IGFBP5,20.102259,3.2533586,3.7088310147444066e-88
Vip_6,6,LYPD6B,18.92673,2.449059,3.0112656267396275e-78
Vip_6,7,PTPRZ1,18.872162,2.0429358,6.379737850637248e-78
Vip_6,8,ADRA1A,18.871935,2.2322621,6.379737850637248e-78
Vip_6,9,ARHGAP24,18.823631,2.5084636,1.4129999801800861e-77
Vip_6,10,ANK1,18.118912,2.0069172,5.944321641382976e-72
Vip_9,1,SYNPR,29.93914,2.9495697,1.6024036534385498e-194
Vip_9,2,RYR3,28.802483,2.9386642,2.625794787804618e-180
Vip_9,3,NR2F2,28.150888,3.23494,2.048846435324869e-172
Vip_9,4,PLD5,28.02395,2.9650042,5.456854307532973e-171
Vip_9,5,ADRA1B,27.701082,2.736487,3.564020096509287e-167
Vip_9,6,PROX1,26.441425,2.8210177,2.007112041724717e-152
Vip_9,7,PTPRZ1,25.562193,2.2506618,1.5098826108536697e-142
Vip_9,8,LYPD6,24.767803,2.7794297,6.554137876328212e-134
Vip_9,9,ANK1,24.251192,2.103602,1.8770676063936487e-128
Vip_9,10,SDK1,24.144508,2.337304,2.242719723986304e-127
Vip_11,1,RYR3,36.154686,3.8755128,8.258958877801729e-284
Vip_11,2,IGFBP5,31.484993,4.2341313,1.8332975860009264e-215
Vip_11,3,SLC24A3,29.866756,2.735387,4.663849769303703e-194
Vip_11,4,VIP,29.07804,3.4230287,4.4744194914104163e-184
Vip_11,5,PLCE1,29.048525,3.074725,8.448805995118812e-184
Vip_11,6,PLD5,28.22025,2.8146915,1.4466860156119742e-173
Vip_11,7,PROX1,28.01166,3.0449271,4.40217387174481e-171
Vip_11,8,ITGA8,27.484434,2.9816308,8.859473955624831e-165
Vip_11,9,SYNPR,26.852388,2.5703077,2.3114488025036452e-157
Vip_11,10,PTPRZ1,26.556452,2.3198643,5.689449782135489e-154
Vip_12,1,VIP,30.95977,5.1818357,4.936327708486043e-208
Vip_12,2,SYNPR,28.293865,2.9395576,5.407271789901262e-174
Vip_12,3,SLC24A3,26.917315,2.7438042,1.2074723184308187e-157
Vip_12,4,PROX1,25.716331,3.148148,5.047291549578661e-144
Vip_12,5,PLCE1,25.628992,3.081082,3.8141336453114013e-143
Vip_12,6,CCK,24.229845,3.198851,4.728093276657687e-128
Vip_12,7,VWC2L,24.063404,2.4535332,2.270625406948601e-126
Vip_12,8,BTBD11,23.293938,2.4129376,1.6789510422854192e-118
Vip_12,9,TRPC6,21.303799,2.783171,3.058905138291575e-99
Vip_12,10,MCTP2,20.60713,3.1520016,6.229631709178315e-93
Vip_13,1,RYR3,34.625694,3.5558343,2.7282988627130556e-260
Vip_13,2,VIP,32.155342,4.1499243,9.77916348049738e-225
Vip_13,3,PLCE1,31.970497,3.338402,2.4583759851132736e-222
Vip_13,4,SLC24A3,29.820501,2.719199,1.3931260741315143e-193
Vip_13,5,IGFBP5,29.670542,4.0660086,9.693616501573892e-192
Vip_13,6,BTBD11,29.505276,2.8114014,1.079870620718135e-189
Vip_13,7,ITGA8,29.463055,3.166046,3.2186269595841287e-189
Vip_13,8,PTPRZ1,28.519842,2.453118,2.1857328670967076e-177
Vip_13,9,PROX1,28.038965,2.9935055,1.5912827892814705e-171
Vip_13,10,PLD5,27.624817,2.7594814,1.4735068607047005e-166
Vip_14,1,PLD5,19.271421,3.9784865,2.4547800680347603e-80
Vip_14,2,CXCL14,18.390684,5.448984,2.0513532661680534e-73
Vip_14,3,HTR2C,16.46264,4.3048935,5.967031835192103e-59
Vip_14,4,SEMA5A,15.231542,3.17968,1.4358440726179504e-50
Vip_14,5,NR2F2,15.017028,3.213718,2.987563548577083e-49
Vip_14,6,THSD7B,14.25604,4.28196,1.8021280223451119e-44
Vip_14,7,SLC24A3,14.106426,2.4319046,1.302638248800914e-43
Vip_14,8,SDK1,13.4727125,2.5192394,7.442706820154777e-40
Vip_14,9,VIP,12.364454,3.692914,1.1892454868003319e-33
Vip_14,10,RELN,12.353722,3.954615,1.223190278148769e-33
Vip_15,1,THSD7B,36.178364,5.295802,3.505320369109427e-284
Vip_15,2,SDK1,35.378887,3.626806,4.74292031128689e-272
Vip_15,3,PLD5,34.29578,3.5342348,7.95176789485719e-256
Vip_15,4,CXCL14,33.12761,4.865852,7.825087931062442e-239
Vip_15,5,SLC24A3,31.726376,3.030771,3.5376849455169515e-219
Vip_15,6,PROX1,29.28101,3.1623278,7.933748311636383e-187
Vip_15,7,NR2F2,25.532673,2.892417,3.2134891748615337e-142
Vip_15,8,EGFR,25.117184,2.4761553,1.0612814928758425e-137
Vip_15,9,ADRA1B,24.719473,2.3666,1.9300747667481404e-133
Vip_15,10,VIP,23.81824,3.2099147,5.685158597994953e-124
Vip_16,1,THSD7B,19.023043,5.7222404,2.8907836265056325e-78
Vip_16,2,PLD5,17.924503,3.4712596,9.984099886026183e-70
Vip_16,3,SDK1,16.403486,3.07549,1.5830053823326743e-58
Vip_16,4,PROX1,15.864225,3.0737324,7.370087935841326e-55
Vip_16,5,RYR3,15.61692,2.9410334,2.9370905920922572e-53
Vip_16,6,ADRA1A,14.075066,2.3750024,2.369396490803756e-43
Vip_16,7,VIP,13.934017,3.750613,1.478733301198158e-42
Vip_16,8,SYNPR,13.846866,2.502766,4.368580001297301e-42
Vip_16,9,NR2F2,13.705927,2.825872,2.7341618826654517e-41
Vip_16,10,CXCL14,13.595868,3.4279592,1.1143377621634352e-40
Vip_18,1,THSD7B,31.399036,5.06736,5.4852159363901915e-214
Vip_18,2,VIP,29.578333,4.91189,3.7334658396539957e-190
Vip_18,3,SLC24A3,27.676348,2.9464438,1.179252072990159e-166
Vip_18,4,MCTP2,27.395517,3.9587696,2.039146224073638e-163
Vip_18,5,SYNPR,26.832254,2.8725753,7.148050462176926e-157
Vip_18,6,CCK,26.560968,3.4034534,8.409379365377282e-154
Vip_18,7,COL12A1,26.420103,2.7671463,3.0250058244558044e-152
Vip_18,8,VWC2L,25.27271,2.6062286,2.0959537202606007e-139
Vip_18,9,PROX1,25.216215,3.0474012,7.772889483392375e-139
Vip_18,10,LYPD6B,24.455542,2.8064094,1.1555440127758871e-130
Vip_19,1,VIP,34.644386,5.4913106,1.427364503681188e-260
Vip_19,2,SYNPR,29.107664,2.7486188,3.7759131519721455e-184
Vip_19,3,SLC24A3,27.239685,2.5251896,1.9303587209107248e-161
Vip_19,4,PROX1,26.591043,2.8862553,5.6655314601780894e-154
Vip_19,5,CCK,26.22582,3.1001856,7.096985295177582e-150
Vip_19,6,VCAN,25.061275,3.2367067,5.766634774684868e-137
Vip_19,7,SEMA5A,23.49991,2.634074,1.5356806213455811e-120
Vip_19,8,THSD7B,22.856949,3.160674,4.0975408376268335e-114
Vip_19,9,VWC2L,22.300884,2.0301301,1.0586171231965291e-108
Vip_19,10,EGFR,21.253769,2.0533843,8.001388564097602e-99
Vip_21,1,SORCS1,19.467325,3.5272033,5.466333955993468e-82
Vip_21,2,VIP,19.344866,5.8539667,2.9612438481495674e-81
Vip_21,3,VWC2L,19.16117,3.423492,6.846699507704714e-80
Vip_21,4,ANGPT1,17.397257,4.1685376,5.690609531774417e-66
Vip_21,5,CXCL14,17.285137,4.2245083,3.2021172889159736e-65
Vip_21,6,DNER,16.542284,2.2765987,7.977313780404307e-60
Vip_21,7,PROX1,15.472907,2.8836343,1.9862041873317827e-52
Vip_21,8,CCK,13.974211,3.6425588,7.363432232858015e-43
Vip_21,9,KIT,13.869115,3.055899,2.8483359189801226e-42
Vip_21,10,SYNPR,13.7127495,2.3910367,2.2399110482117234e-41
Vip_23,1,SDK1,33.535748,3.355912,3.820630658697628e-244
Vip_23,2,EGFR,30.863398,3.3135908,4.8698537677335295e-207
Vip_23,3,CXCL14,30.696241,3.9772568,5.6007036574562e-205
Vip_23,4,ITGA8,29.854052,3.4689415,5.113819518165142e-194
Vip_23,5,PLD5,28.577898,2.8601563,6.653232828107936e-178
Vip_23,6,LYPD6B,28.485764,2.9614768,7.707272593222646e-177
Vip_23,7,LYPD6,28.07162,3.2755022,8.175072146670732e-172
Vip_23,8,SLC24A3,27.647917,2.6032841,9.719650290646433e-167
Vip_23,9,DNER,27.38318,2.1285985,1.271188849001848e-163
Vip_23,10,PROX1,26.5421,2.879424,8.332512009669957e-154
