gene,frac_snrna,mean_snrna,frac_merscope_4k,mean_merscope_4k,in_xenium_5k,in_xenium_v1,in_merscope_250,detection_efficiency
PLCL1,0.5704179465698594,3.339569952527227,0.17134236713952997,0.25502858352741903,False,False,False,0.3003803933061309
TADA2B,0.1150516615470539,0.12892115796332496,0.1712894346813466,0.22813889477027313,False,False,False,1.4888045281405393
VKORC1L1,0.5191287349902262,1.0748394303267244,0.17123650222316325,0.23417319500317596,False,False,False,0.329853638763393
RNMT,0.6506562412733873,1.6002978683794098,0.17123650222316325,0.23883125132331146,False,False,False,0.26317507058418355
RFPL1S,0.559061714604859,1.360513822954482,0.1711835697649799,0.2743489307643447,False,False,False,0.306197983680516
TLR4,0.041887740854509914,0.062273108070371404,0.17102477239042982,0.3336332839297057,True,False,False,4.0829313995341945
RPRD2,0.8208135530112631,3.1612212603555805,0.1708130425576964,0.23623756087232692,False,False,False,0.20810212249913046
SLC7A5,0.27683142511402775,0.40826584752862327,0.1706542451831463,0.4191192038958289,True,False,False,0.616455466039859
HOMER1,0.7202829749604394,4.985106581029507,0.1705483802667796,0.3580880796104171,False,False,False,0.23677969103205132
BMP7,0.0942939588569301,0.1320860094945546,0.17049544780859624,0.2895934787211518,True,False,False,1.808126945516041
SEPHS2,0.15163362189332588,0.17993111793726146,0.1699131907685793,0.23899004869786153,False,False,False,1.1205508952896548
TBC1D12,0.4993018709857582,0.8691240807967979,0.16975439339402923,0.22279271649375396,False,False,False,0.33998349146757195
NCKAP5,0.3919761705296472,1.4470818207204692,0.16975439339402923,0.24475968663984757,False,False,True,0.4330732482146891
LDLRAD3,0.325700456110956,0.8131806757888858,0.1696485284776625,0.2456066059707813,False,False,False,0.5208728612276445
TMEM198,0.11598250023270967,0.13134133854602997,0.1695426635612958,0.2374020749523608,False,False,False,1.4617952123908513
FGF12,0.8651214744484781,24.779484315368148,0.1695426635612958,0.3419436798644929,False,False,False,0.1959755578479665
GAD1,0.41636414409382855,2.135250861025784,0.16943679864492908,1.5213317806478932,True,True,False,0.40694377997819653
ZNF436,0.07213999813832263,0.07902820441217537,0.16943679864492908,0.25185263603641755,False,False,False,2.348721971409643
RNF168,0.4390766080238295,0.7322907940053989,0.16933093372856237,0.2262862587338556,False,False,False,0.38565236825226745
RASGEF1A,0.33659126873312856,0.5243414316298985,0.16933093372856237,0.28567647681558334,False,False,False,0.503075835466246
PARM1,0.36470259703993296,0.9877129293493437,0.1691721363540123,0.44685581198390856,True,False,False,0.4638632620855421
DSCAM,0.7890719538304012,23.234943684259516,0.16911920389582893,0.3173830192674148,False,False,True,0.21432672023745314
FRMPD4,0.8094573210462627,23.881783486921716,0.16911920389582893,0.3246876984967182,False,False,False,0.20892911769237468
KCNH1,0.7088336591268733,7.459368891371126,0.16911920389582893,0.33934998941350836,True,False,False,0.2385879983523165
EIF2AK1,0.3703807130224332,0.5368146700176859,0.16901333897946222,0.21575269955536736,False,False,False,0.45632327234389614
CRBN,0.6230103323094108,1.3273759657451363,0.16896040652127886,0.2333262756722422,False,False,False,0.27120000706082453
VMA21,0.21781625244345154,0.27171181234292097,0.1689074740630955,0.23115604488672453,False,False,False,0.7754585443845449
UNK,0.3849017965186633,0.5618542306618263,0.1686428117721787,0.21120050815159855,False,False,False,0.4381450367275734
SUDS3,0.4320022340128456,0.6943125756306432,0.16832521702307854,0.2291975439339403,False,False,False,0.38963969111806346
NEGR1,0.8870892674299544,27.926929163176023,0.16827228456489518,0.3269108617404192,False,False,False,0.18969036233795056
TMX3,0.5588755468677278,1.1777901889602531,0.16784882489942832,0.23062672030489095,False,False,False,0.3003330989164821
MRTO4,0.2001303174159918,0.24406590337894443,0.16779589244124496,0.24036629261062883,False,False,False,0.8384331499982766
FGF14-IT1,0.11635483570697198,0.13152750628316112,0.1677429599830616,0.5650010586491636,False,False,False,1.4416500952784246
UGGT1,0.4959508517173974,0.8817834869217165,0.16769002752487824,0.21167690027524877,False,False,False,0.3381182368055118
KCNQ5,0.7617052964721214,24.59713301684818,0.16769002752487824,0.3451725598136777,False,False,False,0.2201507962482912
IGIP,0.2184678395234106,0.2739458251884948,0.16753123015032817,0.22877408426847343,False,False,False,0.7668461889667557
MZT2A,0.4046355766545658,0.6197523969096156,0.1674782976921448,0.2512703789964006,False,False,False,0.413899091811988
SYT16,0.8043377082751559,5.500698129014242,0.16726656785941138,0.27609570188439553,True,False,False,0.2079556461652189
IFT74,0.27599367029693755,0.38815973191845854,0.16694897311031123,0.21813466017361846,False,False,False,0.6049014563656234
PROX1,0.1736944987433678,0.4656055105650191,0.16663137836121109,0.2874232479356341,True,True,False,0.959335958057069
SEC62,0.7268919296285954,2.102671507027832,0.16657844590302773,0.2375079398687275,False,False,False,0.22916535335333932
MARCH7,0.6462812994508051,1.4228800148934189,0.166472580986661,0.2180817277154351,False,False,False,0.25758532875409756
LMO3,0.5813087591920321,3.486270129386577,0.16626085115392758,0.3593584586068177,False,False,True,0.2860112608401351
QPRT,0.08507865586893791,0.10201991994787303,0.16620791869574422,0.2415308066906627,False,False,False,1.9535795082586216
STOX1,0.23140649725402587,0.32579353997952154,0.16604912132119415,0.3233114545839509,False,False,False,0.7175646461599311
ZEB2,0.8612119519687238,6.815135437028763,0.16589032394664407,0.223533770908321,True,False,False,0.19262427044517913
YAF2,0.7025039560644141,2.056594992087871,0.16583739148846072,0.22041075587550285,False,False,False,0.23606613180873637
RIMBP2,0.7303360327655217,3.966675975053523,0.16567859411391064,0.2969510904086386,False,False,False,0.22685255373002067
DDX19A,0.4207390859164107,0.6748580471004375,0.16562566165572729,0.23353800550497564,True,False,False,0.39365408919634476
ACBD6,0.790654379596016,2.854789165037699,0.16562566165572729,0.21988143129366927,False,False,False,0.20947921864462893
NCL,0.20171274318160662,0.24732383877873965,0.1654668642811772,0.22522760957018845,False,False,False,0.8203094245374651
CDC73,0.6424648608396165,1.6043935585962952,0.16520220199026042,0.20537793775142918,True,False,False,0.257138113008022
GPAM,0.14427999627664526,0.176952434143163,0.16493753969934363,0.2319500317594749,False,False,False,1.1431767670903539
SLC7A1,0.35734897142325234,0.5828911849576468,0.16477874232479356,0.29986237560872325,False,False,False,0.4611143601967328
ORC5,0.48934189704924136,0.9249744019361444,0.16477874232479356,0.2130531441880161,False,False,False,0.3367354058959972
CAMTA1,0.9200409569021688,8.082472307549102,0.16477874232479356,0.26270378996400595,False,False,False,0.17909935540219116
PITPNC1,0.6859350274597412,4.2210741878432465,0.16467287740842684,0.27884818970993014,False,False,False,0.24007066386195272
RITA1,0.12901424183189053,0.1498650283905799,0.16461994495024349,0.2435422401016303,True,False,False,1.2759827334779696
BBS4,0.33454342362468587,0.4711905426789537,0.16451408003387677,0.21776413296633496,False,False,False,0.49175702888256484
SCN1A,0.8023829470352788,6.4695150330447735,0.16451408003387677,0.27932458183358033,False,False,False,0.20503187491925037
XRN2,0.5241552638927673,0.9448012659406125,0.1639847554520432,0.2130531441880161,False,False,False,0.3128553059529924
ZC2HC1A,0.5870799590430978,1.4908312389462905,0.16387889053567647,0.22041075587550285,True,False,False,0.279142368959057
SMIM13,0.33528809457321046,0.4722144652331751,0.16366716070294304,0.24513021384713107,False,False,False,0.4881388971215206
LINC00472,0.38806664804989294,1.0505445406311087,0.16361422824475969,0.2772602159644294,False,False,False,0.4216137332773935
AL354822.1,0.1034161779763567,0.11812342920971795,0.16361422824475969,0.214958712682617,False,False,False,1.582095098139922
GALNT9,0.37354556455366283,0.7894442893046635,0.16340249841202625,0.2946749947067542,False,False,False,0.4374365911887361
GPATCH2L,0.6737410406776506,1.6686214279065439,0.16287317383019267,0.22025195850095278,False,False,False,0.24174447450369713
SAMHD1,0.23205808433398492,0.306525179186447,0.16287317383019267,0.22559813677747195,True,False,False,0.7018638212826955
CPNE5,0.3957926091408359,0.9998138322628688,0.16276730891382596,0.31489519373279695,False,False,False,0.41124393218749583
KRAS,0.4664432653821093,0.8150423531601974,0.16260851153927589,0.23544357399957655,True,False,False,0.3486136977582201
LRRK2,0.45052592385739554,0.9614632784138509,0.1623438492483591,0.21728774084268473,True,True,False,0.3603429695196532
RPGR,0.26054174811505165,0.35818672624034253,0.16229091679017574,0.26328604700402286,False,False,False,0.6228979346469661
IFFO2,0.21790933631201712,0.2758075025598064,0.16229091679017574,0.21786999788270167,False,False,False,0.7447634852955395
FGFRL1,0.04998603741971516,0.05240621800242018,0.16218505187380902,0.28763497776836755,False,False,False,3.2446070992184923
SORBS2,0.7807874895280648,10.860188029414502,0.16213211941562566,0.3560766461994495,False,False,True,0.20765204564640755
MED1,0.2710602252629619,0.35241552638927676,0.1619733220410756,0.2011962735549439,True,False,False,0.5975547385601906
IGFL4,0.4232523503676813,0.7358279810108909,0.16192038958289223,0.25709294939656996,False,False,False,0.3825622927840359
CASD1,0.6940333240249464,1.6843526016941264,0.16186745712470887,0.22649798856658904,False,False,False,0.23322721189521828
MIR124-2HG,0.7507213999813832,3.967420646002048,0.16154986237560873,0.6169807325852212,False,False,False,0.21519282969636264
ZNF746,0.2583077352694778,0.33780135902448105,0.16154986237560873,0.2179758627990684,False,False,False,0.6254162780184377
RNF26,0.07027832076701107,0.07474634645815881,0.1610734702519585,0.21289434681346603,True,False,False,2.291936809161312
SVOP,0.6671320860094946,2.2169784976263616,0.1610734702519585,0.2951513868304044,False,False,True,0.24144164795825174
GYS1,0.3209531788141115,0.47575165223866706,0.1609676053355918,0.2098771966970146,True,False,False,0.5015298677842989
DNAJB14,0.7359210648794564,2.191473517639393,0.16091467287740843,0.2296739360575905,False,False,False,0.21865751716696163
TNS3,0.16252443451549847,0.32588662384808714,0.16091467287740843,0.29388100783400384,False,False,False,0.9900952638728515
USP6NL,0.33826677836730895,0.5717211207297775,0.16086174041922507,0.2232691086174042,False,False,False,0.4755469667924422
SMAD4,0.5136367867448571,0.846411616866797,0.16075587550285836,0.20172559813677748,True,False,False,0.31297578298789547
FAM135B,0.6393930931769525,3.778088057339663,0.1604382807537582,0.30896675841626087,False,False,False,0.25092276170295885
MRAP2,0.2970306245927581,0.6493530671134692,0.1604382807537582,0.3505187380901969,True,False,False,0.5401405359252975
FBXL20,0.800800521269664,3.046262682677092,0.16022655092102478,0.20982426423883124,False,False,False,0.20008297530449487
IBA57,0.07698035930373266,0.08479940426324117,0.1600677535464747,0.20071988143129366,False,False,False,2.0793323776901786
DOLPP1,0.07660802382947035,0.08107604952061807,0.1600677535464747,0.20331357188227822,False,False,False,2.0894384888818687
RMDN1,0.38480871265009775,0.5710695336498185,0.16001482108829135,0.19685581198390853,True,False,False,0.41582951692102416
TAP1,0.03332402494647677,0.03472028297496044,0.15985602371374127,0.2347554520431929,True,False,False,4.797020287029952
LIN7C,0.2266592199571814,0.2850228055477986,0.15985602371374127,0.2108829134024984,False,False,False,0.7052703337809949
EPHA6,0.570511030438425,8.170157311737876,0.1596972263391912,0.454319288587762,False,False,True,0.27991961210016825
NMD3,0.5836358559061715,1.5679977659871545,0.15964429388100784,0.2018314630531442,False,False,False,0.2735340748267412
CNOT6L,0.6197523969096156,1.3760588290049334,0.15953842896464113,0.2045839508786788,False,False,False,0.2574228510614508
PIGZ,0.4676533556734618,0.8813180675788885,0.15937963159009105,0.23184416684310818,False,False,False,0.34080720186551516
LEPROTL1,0.3533463650749325,0.5126128641906358,0.15927376667372434,0.20056108405674358,True,False,False,0.4507581863476872
HM13,0.5834496881690403,1.2252629619286977,0.15922083421554098,0.22168113487190344,False,False,False,0.27289556827976336
CSGALNACT2,0.5362561668062925,1.0331378572093457,0.15916790175735762,0.1948973110311243,False,False,False,0.29681318670010287
NEU1,0.13850879642557945,0.15554314437308014,0.1590620368409909,0.22221045945373702,False,False,False,1.1483894232411056
ZNF304,0.12175370008377548,0.13757795773992368,0.15879737455007412,0.22104594537370315,False,False,False,1.304250913449118
MAML2,0.38983524155263893,2.067206553104347,0.1586915096337074,0.23247935634130848,True,False,False,0.40707327793574943
LAMP5,0.1504235316019734,0.5365354184119892,0.15858564471734068,0.8619521490578023,False,True,True,1.05426087945445
PCYT1B,0.1677371311551708,0.22153960718607466,0.15853271225915733,0.21210035994071566,False,False,False,0.9451259310766522
GON4L,0.5431443730801452,1.0494275342083217,0.1584268473427906,0.215699767097184,False,False,False,0.2916845965730248
PPP1R2,0.5062831611281765,0.9023550218747091,0.1580563201355071,0.22221045945373702,False,False,False,0.3121895655848047
CCKBR,0.18961184026808153,0.26054174811505165,0.15789752276095703,0.292134236713953,True,False,False,0.8327408380073449
CAPN5,0.11933351950107046,0.13767104160848925,0.15773872538640696,0.23284988354859198,False,False,False,1.3218308321576988
NALCN,0.8721027645908964,5.640510099599739,0.15763286047004024,0.20627778954054626,False,False,False,0.1807503276795434
ADGRV1,0.34906450712091597,1.8800148934189704,0.15763286047004024,1.1009951302138472,False,False,False,0.4515866186745713
AHNAK2,0.15396071860746532,0.19752396909615563,0.1575269955536735,0.35073046792293033,False,False,False,1.0231635509269132
ZNF667,0.45825188494833846,0.8322628688448291,0.15736819817912343,0.22887994918484014,False,False,False,0.34340982186437596
TCF4,0.9513171367402029,13.408917434608583,0.15731526572094007,0.20691297903874656,True,False,False,0.16536574360470246
U2SURP,0.7068788978869962,1.57293121102113,0.15710353588820664,0.1933622697438069,False,False,False,0.2222495767773247
PPP2R1B,0.23736386484222285,0.31704365633435727,0.15694473851365656,0.20368409908956173,False,False,False,0.661198951314593
FSTL4,0.5009773806199386,5.352694777994974,0.15694473851365656,0.3948232055896676,False,True,True,0.3132770951044616
ELK1,0.1578702410872196,0.18570231778832727,0.1568918060554732,0.25772813889477025,True,False,False,0.9938022832865263
PLXDC2,0.5959229265568277,5.179186446988737,0.1568918060554732,0.2568812195638365,False,False,False,0.2632753315298264
RFX3,0.8300288559992554,3.931211021130038,0.15668007622273977,0.24396569976709717,False,False,True,0.18876461353155696
SETBP1,0.8413850879642558,9.142139067299636,0.15641541393182298,0.2275566377302562,False,False,False,0.185902289176853
KIF16B,0.6187284743553942,1.557944708182072,0.1562566165572729,0.1902392547109888,False,False,False,0.2525447317097612
EPM2AIP1,0.5477054826398585,1.0022340128455738,0.1561507516409062,0.20352530171501165,True,False,False,0.2850998512709475
SORCS1,0.5519873405938751,8.740202922833474,0.15593902180817276,0.337814948126191,True,True,True,0.28250470679345696
MARCH4,0.5671600111700642,1.5825188494833846,0.15562142705907261,0.21262968452254924,False,False,False,0.27438716410563224
SOX5,0.7632877222377362,12.76784883179745,0.15556849460088926,0.23099724751217446,True,False,False,0.20381369969479918
B2M,0.29423810853579074,0.5635297402960067,0.15540969722633918,0.2505293245818336,False,False,False,0.5281766457774634
LIN52,0.6054174811505166,1.3990505445406312,0.15519796739360575,0.20442515350412874,False,False,False,0.2563486721570582
SLC39A14,0.3324955785162431,0.5095410965279717,0.1551450349354224,0.2333262756722422,False,False,False,0.4666078136369661
BICD2,0.2620310900121009,0.3526016941264079,0.1548803726445056,0.2168113487190345,False,False,False,0.5910763208951771
EXOC8,0.08340314623475752,0.09233919761705296,0.1548803726445056,0.19860258310395934,False,False,False,1.857008753705272
EIF1AX,0.461882155822396,0.843991436284092,0.15466864281177217,0.20167266567859413,False,False,False,0.33486602775632174
TBR1,0.2596109094293959,0.5019082193055944,0.15440398052085538,0.3622697438069024,True,False,False,0.5947515104824487
DCLK1,0.7957739923671228,17.599180861956622,0.15429811560448867,0.2744018632225281,True,False,False,0.19389690676558916
S1PR1,0.014055664153402215,0.015917341524713767,0.1542451831463053,0.34215540969722635,True,False,False,10.973880811528199
CALN1,0.6167737131155171,4.736014148748022,0.1542451831463053,0.2926635612957866,False,False,True,0.25008391224581317
GPD2,0.5197803220701852,1.1881224983710323,0.15419225068812195,0.2108829134024984,False,False,False,0.2966488805770942
YIPF6,0.31090012100902914,0.41338546029973006,0.15398052085538852,0.18785729409273766,False,False,False,0.49527327411659844
SATB1,0.3764311644791958,0.7978218374755655,0.15360999364810501,0.26746771120050816,True,False,True,0.4080692783782374
RORA,0.9103602345713487,19.1822582146514,0.1535041287317383,0.22258098666102052,False,False,False,0.16861910582464873
IVD,0.37354556455366283,0.5460299730056781,0.1535041287317383,0.19653821723480838,False,False,False,0.4109381647059717
SLC6A11,0.2884669086847249,0.4593688913711254,0.15345119627355494,0.2621744653821724,False,False,False,0.5319542438098744
TRMT13,0.3912314995811226,0.5675323466443265,0.1532394664408215,0.18965699767097183,False,False,False,0.3916848888826423
DENND4A,0.8152285208973284,3.378851345061901,0.1531336015244548,0.19367986449290706,False,False,False,0.18784132007047477
HIF1AN,0.30494275342083216,0.41506096993391045,0.1531336015244548,0.19410332415837392,False,False,False,0.5021716365009823
MMGT1,0.11076980359303733,0.12463930000930838,0.15292187169172136,0.19415625661655728,False,False,False,1.3805375357850105
DNM2,0.5511495857767849,1.117471842129759,0.15292187169172136,0.20368409908956173,True,False,False,0.27745983239050204
ARNT,0.5491948245369077,1.0232709671413944,0.15271014185898793,0.20389582892229516,True,False,False,0.2780618735578148
SFMBT2,0.5410034441031369,2.4159918086195664,0.15271014185898793,0.2554520431928859,False,False,True,0.2822720326894541
SEMA5A,0.27254956716001116,1.2947035278786185,0.15265720940080457,0.3000741054414567,False,True,False,0.5601080603117635
TPCN1,0.44242762729219026,0.7591920320208508,0.15265720940080457,0.20855388524243065,True,False,False,0.34504447729704263
MON1B,0.18160662757144186,0.21325514288373826,0.15260427694262121,0.19156256616557274,False,False,False,0.8403012543283341
LRPAP1,0.44242762729219026,0.7116261751838406,0.15255134448443786,0.22311031124285413,False,False,False,0.344805195412648
CRYBG3,0.2068323559527134,0.4382388532067393,0.15244547956807114,0.20929493965699766,True,False,False,0.7370485090008048
MIB1,0.7177697105091687,2.002234012845574,0.15239254710988778,0.186428117721787,False,False,False,0.21231398438613988
PTPRT,0.6473052220050265,11.139811970585498,0.15233961465170442,0.3702096125344061,False,False,False,0.23534433134933286
IER5,0.10108908126221726,0.1154239970213162,0.15228668219352107,0.2547639212365022,False,False,False,1.5064602456767926
TM2D1,0.5322535604579727,0.9407986595922927,0.1522337497353377,0.19092737666737244,False,False,False,0.2860173440725311
REXO4,0.14288373824816158,0.16252443451549847,0.15218081727715435,0.1979144611475757,False,False,False,1.0650674397449311
STAG1,0.8618635390486828,3.4471749045890347,0.15202201990260428,0.18446961676900275,False,False,False,0.17638757531198593
NOS1AP,0.709578330075398,4.148096434887834,0.1518632225280542,0.26519161549862375,True,False,False,0.21401896885988275
SORCS2,0.3964441962207949,1.3989574606720656,0.15181029006987085,0.24777683675629897,True,False,True,0.3829297830994653
TLE4,0.4870148003351019,3.344875733035465,0.15159856023713741,0.2134236713952996,False,False,True,0.31128121800985614
UNC5D,0.7176766266406032,13.730242948896956,0.15154562777895406,0.27630743171712896,False,False,False,0.2111614369947216
LINGO2,0.6970120078190449,17.002978683794097,0.15154562777895406,0.30684946008892655,True,False,True,0.21742183216203306
DGKB,0.7850693474820813,12.897421576840733,0.15138683040440398,0.2904933305102689,False,False,False,0.19283243052341856
LINC00882,0.8625151261286419,8.03323094107791,0.15133389794622062,0.21654668642811772,False,False,False,0.17545651474597973
CNOT6,0.40612491855161503,0.6385553383598622,0.15128096548803727,0.18468134660173618,False,False,False,0.37249860468438784
NOP14,0.1059294424276273,0.11905426789537372,0.15128096548803727,0.19193309337285624,False,False,False,1.4281295362372446
KNDC1,0.5308573024294889,1.0969933910453318,0.15117510057167055,0.2440715646834639,True,False,False,0.28477539986699224
STXBP5L,0.8504142232151168,20.924788234199013,0.15101630319712048,0.27302561930976077,False,False,False,0.1775797006618504
GLRX3,0.4460578981662478,0.7521176580098669,0.1508575058225704,0.20569553250052933,False,False,False,0.3382016245934628
MAP4K3,0.8489248813180675,3.8646560551056504,0.15069870844802033,0.1963794198602583,True,False,False,0.17751712991853974
VASH1,0.3547426231034162,0.5223866703900214,0.15059284353165361,0.22850942197755664,False,False,False,0.4245129672160994
VAC14,0.25765614818951876,0.34124546216140744,0.15027524878255347,0.20596019479144612,False,False,False,0.5832395222799753
COBL,0.7101368332867914,4.27152564460579,0.15006351894982004,0.20971839932246453,False,False,False,0.21131634343661246
SCN1B,0.3704737968909988,0.7401098389649073,0.15006351894982004,0.24195426635612957,False,False,False,0.4050583879592755
CABP1,0.678488317974495,6.206646188215582,0.15006351894982004,0.31680076222739784,False,False,False,0.22117332749045363
BAIAP3,0.2773899283254212,0.5114027738992832,0.15001058649163668,0.317859411391065,False,False,False,0.5407931982146487
NTNG2,0.17667318253746625,0.6013217909336313,0.15001058649163668,0.25174677112005084,True,True,True,0.8490852111062449
NOTCH2,0.17341524713767104,0.26054174811505165,0.14979885665890325,0.25169383866186745,True,False,False,0.8638159512005354
NEDD9,0.25281578702410873,0.41850507307083684,0.1497459242007199,0.3265932669913191,True,False,False,0.5923123945833335
FNTB,0.42362468584194357,0.6979428465047007,0.14969299174253653,0.19320347236925683,False,False,False,0.3533622962623753
CTSO,0.06050451456762543,0.06897514660709299,0.14964005928435317,0.1932564048274402,False,False,False,2.4732048567566247
URM1,0.23941170995066555,0.30457041794656986,0.1494812619098031,0.18568706330721998,False,False,False,0.6243690500377196
TACC2,0.5294610444010053,1.0363027087405752,0.14937539699343638,0.2387783188651281,True,False,False,0.28212726615690703
MGST3,0.7205622265661361,2.0688820627385276,0.14932246453525302,0.20839508786788058,False,False,False,0.2072304917326215
HS3ST4,0.43898352415526387,5.27236339942288,0.14926953207706967,0.33797374550074105,False,True,False,0.3400344747887955
GAA,0.29386577306152845,0.38220236433026156,0.14916366716070295,0.19653821723480838,True,False,False,0.5075911549912676
KCNAB3,0.18579540165689287,0.27050172205156847,0.1491107347025196,0.3181240736819818,True,False,False,0.8025534182911662
CHAMP1,0.16810946662943313,0.20087498836451642,0.14805208553885243,0.19315053991107348,True,False,False,0.8806885686289544
TEK,0.1005305780508238,0.15340221539607185,0.14768155833156893,0.2724433622697438,True,False,False,1.4690212788481898
KCND2,0.8228613981197058,10.884576002978683,0.14752276095701886,0.23856658903239467,False,False,False,0.17928020599109204
TMEM63C,0.4708182072046914,0.9465698594433585,0.14752276095701886,0.24544780859623122,False,False,False,0.31333274435770136
LCOR,0.8193242111142139,3.1549846411616866,0.1474698284988355,0.18118780436163456,False,False,False,0.1799895895890695
ZNF432,0.2488131806757889,0.3405007912128828,0.1474698284988355,0.2058543298750794,False,False,False,0.5926929919801682
SPTLC2,0.46244065903378945,0.7979149213441311,0.14731103112428542,0.18748676688545415,False,False,False,0.31855120921260033
TMEM131,0.7538862515126129,2.4408452015265754,0.14715223374973535,0.18028795257251748,False,False,False,0.1951915603374993
NPAS3,0.8733128548822489,18.428371963138787,0.14715223374973535,0.20468981579504553,False,False,True,0.16849887520501033
KCNIP4,0.8879270222470446,124.88736851903565,0.147099301291552,0.2718611052297269,False,False,True,0.1656659811065251
MMP16,0.7215861491203575,8.040119147351763,0.147099301291552,0.27133178064789326,False,False,False,0.20385549455303703
PRKAA1,0.37577957739923673,0.5585962952620311,0.147099301291552,0.17398899004869786,True,False,False,0.39145102644913127
LSG1,0.18914642092525366,0.2301033230941078,0.14651704425153503,0.18738090196908744,True,False,False,0.774622345666457
NRAS,0.09448012659406124,0.10323001023922554,0.14635824687698495,0.18044674994706755,True,False,False,1.5490902918221177
PDE8A,0.6823978404542492,2.051103043842502,0.14635824687698495,0.19950243489307642,False,False,False,0.2144764215249556
PINK1,0.38648422228427814,0.6116541003444104,0.1463053144188016,0.20294304467499472,True,False,False,0.37855442986541077
ARHGAP26,0.8480871265009774,9.527320115423997,0.1463053144188016,0.2054838026677959,False,False,False,0.1725121274065619
PLAGL1,0.451084427068789,1.1031369263706599,0.14625238196061824,0.24645352530171502,True,False,False,0.32422396603444525
FBXO41,0.3948617704551801,0.6286884482919111,0.14609358458606816,0.20426635612957866,False,False,False,0.3699866523357214
SNX18,0.19119426603369635,0.24313506469328866,0.14598771966970145,0.182140588608935,False,False,False,0.7635569972792613
WIF1,0.1736944987433678,0.5877315461230569,0.14582892229515138,0.6673724327757781,False,True,True,0.8395713355931463
PHF20,0.6002047845108442,1.3287722237736201,0.14561719246241794,0.1890747406309549,False,False,False,0.24261251529524752
TENM3,0.6925439821278973,8.743181606627571,0.14561719246241794,0.30187380901969085,False,False,True,0.21026417992254784
TSPAN5,0.8449222749697477,7.0883365912687335,0.14524666525513444,0.1966440821511751,False,False,False,0.17190535692804995
SLCO2B1,0.09671413943963511,0.18896025318812248,0.14508786788058436,0.4864492907050603,True,False,False,1.5001722470078132
FARP2,0.5196872382016197,1.0864749138974217,0.145034935422401,0.18288164302350202,False,False,False,0.27908119492080496
MAFB,0.12882807409475938,0.19733780135902448,0.1449290705060343,0.4130319712047427,True,False,False,1.1249804945421433
ZMAT4,0.568742436935679,4.733873219771014,0.14482320558966758,0.3076434469616769,False,False,True,0.2546375937233713
ZNF12,0.229172484408452,0.2821372056222657,0.14477027313148422,0.18092314207071777,False,False,False,0.631708791328812
GABRA2,0.5990877780880574,2.439355859629526,0.14471734067330086,0.2511645140800339,True,False,False,0.24156283263723913
LRRN3,0.5015358838313321,1.2089732849297217,0.1446644082151175,0.2256510692356553,False,False,False,0.2884427872039731
FARP1,0.7743647025970399,3.939123149958112,0.14445267838238407,0.20670124920601313,False,False,False,0.18654346963119992
TSHZ3,0.4742623103416178,1.674951130969003,0.14434681346601735,0.22432775778107136,False,False,False,0.304360709924519
CYB5D1,0.0875919203202085,0.09736572651959416,0.144293881007834,0.23290281600677534,False,False,False,1.6473423630894375
MAPT,0.8663315647398306,5.588103881597319,0.14408215117510056,0.23343214058860892,True,False,False,0.16631294187967177
PIP5K1B,0.527320115423997,2.386949641627106,0.14408215117510056,0.241424941774296,False,False,False,0.27323469551175733
FAM162A,0.4339569952527227,0.7414130131248254,0.14397628625873385,0.19680287952572517,False,False,False,0.3317754704585109
CLMN,0.18793633063390114,0.39542027366657356,0.14381748888418378,0.20908320982426423,False,False,False,0.7652458063807758
KCTD12,0.09168761053709393,0.11449315833566043,0.14371162396781706,0.29388100783400384,False,False,False,1.5674050520672675
KANSL1,0.9524341431629898,7.36330633901145,0.1436586915096337,0.1874338344272708,False,False,False,0.1508332020023451
LINC00667,0.31955692078562786,0.4281857954016569,0.14360575905145034,0.1855282659326699,False,False,False,0.4493902328836968
NPAT,0.4114306990598529,0.6446057898166248,0.14349989413508363,0.17780012703789963,True,False,False,0.3487826612428062
RASGRP1,0.3965372800893605,1.22963790375128,0.14334109676053355,0.3016091467287741,True,True,False,0.3614820193658244
KATNAL1,0.5429582053430141,1.4216699246020665,0.1432881643023502,0.19193309337285624,False,False,False,0.26390275143153574
GNL2,0.1420459834310714,0.16271060225262962,0.14312936692780012,0.19394452678382385,True,False,False,1.0076269914189757
FAM8A1,0.2632411803034534,0.34031462347575164,0.14297056955325005,0.1793881007834004,False,False,False,0.5431162760645564
CNOT4,0.7419715163362189,2.0898259331657822,0.1429176370950667,0.17705907262333262,False,False,False,0.19261876493693406
ERBB4,0.6944056594992087,38.44047286605231,0.1429176370950667,0.28440609781918275,False,False,True,0.2058128921330163
CPNE9,0.20655310434701665,0.3738248161593596,0.1426529748041499,0.3860893499894135,True,False,False,0.6906358306989556
TENM2,0.7987526761612213,21.659126873312854,0.14260004234596654,0.23062672030489095,False,False,False,0.17852840635388867
CDK5RAP2,0.49492692916317604,0.8957460672065531,0.14233538005504975,0.18060554732161763,False,False,False,0.28758867555602774
BLZF1,0.3645164293028018,0.5343014055664154,0.14222951513868304,0.17552403133601524,False,False,False,0.39018684400788356
IPCEF1,0.41375779577399235,1.6473983058735922,0.14217658268049968,0.2796421765826805,False,False,False,0.3436227283996869
GRIK3,0.384529461044401,2.194824536907754,0.14207071776413296,0.2993330510268897,True,False,True,0.3694664054563255
